layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_12.csv
logo_chico_cuadrado,105.97938448190689,258.0389820970595,54,54,estilo3_artif_out_12.csv
logo_chico_cuadrado,11.427040211856365,190.94981064554304,108,108,estilo3_artif_out_12.csv
logo_chico_cuadrado,414.3038720358163,110.40727039799094,54,54,estilo3_artif_out_12.csv
logo_chico_cuadrado,435.62508691102266,294.3493417929858,108,108,estilo3_artif_out_12.csv
logo_chico_cuadrado,171.9746574293822,55.922993388958275,54,54,estilo3_artif_out_12.csv
logo_chico_cuadrado,335.3842285461724,28.968436061404645,108,108,estilo3_artif_out_12.csv
logo_chico_cuadrado,514.4513576757163,224.29997704457492,54,54,estilo3_artif_out_12.csv
logo_chico_cuadrado,278.2544895540923,116.18238610681146,108,108,estilo3_artif_out_12.csv
logo_chico_cuadrado,443.41767146252096,62.05230674240738,54,54,estilo3_artif_out_12.csv
logo_chico_rectangular_fino,327.6695068459958,155.923169455491,270,6.75,estilo3_artif_out_12.csv
logo_chico_cuadrado,553.1144930049777,177.22553866915405,54,54,estilo3_artif_out_12.csv
logo_chico_rectangular_fino,536.5376953035593,60.536654060706496,270,6.75,estilo3_artif_out_12.csv
