layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_4.csv
logo_chico_cuadrado,326.1212558951229,246.86308179516345,54,54,estilo3_artif_out_4.csv
logo_chico_cuadrado,510.87245754897594,131.53433203697205,108,108,estilo3_artif_out_4.csv
logo_chico_cuadrado,330.9090974740684,94.68602389097214,54,54,estilo3_artif_out_4.csv
logo_chico_cuadrado,581.15652683191,69.69149918295443,108,108,estilo3_artif_out_4.csv
logo_chico_cuadrado,371.7633808963001,84.430987900123,54,54,estilo3_artif_out_4.csv
logo_chico_cuadrado,578.01259229891,138.53161961305887,108,108,estilo3_artif_out_4.csv
logo_chico_cuadrado,599.4251507800072,38.596888119354844,54,54,estilo3_artif_out_4.csv
logo_chico_cuadrado,168.405855121091,23.464652406983078,108,108,estilo3_artif_out_4.csv
logo_chico_cuadrado,301.6151027753949,6.626634788699448,54,54,estilo3_artif_out_4.csv
logo_chico_rectangular_fino,188.35670622065663,292.3799480544403,270,6.75,estilo3_artif_out_4.csv
logo_chico_cuadrado,424.11706103011966,29.077205155044794,54,54,estilo3_artif_out_4.csv
logo_chico_rectangular_fino,290.1134268846363,46.57182362861931,270,6.75,estilo3_artif_out_4.csv
