layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_10.csv
logo_chico_cuadrado,485.6952232774347,172.87182128056884,27,27,estilo2_artif_out_10.csv
logo_chico_cuadrado,97.05880573019385,291.7542915092781,108,108,estilo2_artif_out_10.csv
logo_chico_cuadrado,251.43095925450325,0.9327715029940009,27,27,estilo2_artif_out_10.csv
logo_chico_cuadrado,498.00048298202455,295.7441112957895,108,108,estilo2_artif_out_10.csv
logo_chico_cuadrado,195.59336509555578,125.25187111459672,27,27,estilo2_artif_out_10.csv
logo_chico_cuadrado,272.0072412863374,159.941087057814,108,108,estilo2_artif_out_10.csv
logo_chico_cuadrado,355.06015783175826,217.98058280255646,27,27,estilo2_artif_out_10.csv
logo_chico_cuadrado,381.367205735296,91.714354371652007,108,108,estilo2_artif_out_10.csv
logo_chico_cuadrado,391.61405861377716,179.03111390769482,54,54,estilo2_artif_out_10.csv
logo_chico_rectangular,331.56576566398144,112.16705760452896,81,27,estilo2_artif_out_10.csv
logo_chico_cuadrado,173.9569374360144,295.76736856251955,54,54,estilo2_artif_out_10.csv
logo_chico_rectangular,90.39809522219002,35.6862320099026,81,27,estilo2_artif_out_10.csv
logo_chico_cuadrado,316.3256789557636,205.27490959502757,54,54,estilo2_artif_out_10.csv
logo_chico_rectangular,430.7601730339229,20.50919719040394,81,27,estilo2_artif_out_10.csv
