layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_2.csv
logo_chico_cuadrado,258.64273672923446,83.08047065511346,27,27,estilo2_artif_out_2.csv
logo_chico_cuadrado,108.68699275888503,182.5911019463092,108,108,estilo2_artif_out_2.csv
logo_chico_cuadrado,358.22906945832074,226.8218661658466,27,27,estilo2_artif_out_2.csv
logo_chico_cuadrado,350.92860013246536,40.63683219719678,108,108,estilo2_artif_out_2.csv
logo_chico_cuadrado,584.6408422105014,293.6693543801084,27,27,estilo2_artif_out_2.csv
logo_chico_cuadrado,97.46414953842759,42.59456265717745,108,108,estilo2_artif_out_2.csv
logo_chico_cuadrado,478.23361745104194,82.99872223287821,27,27,estilo2_artif_out_2.csv
logo_chico_cuadrado,222.19976596534252,31.83686805423349,108,108,estilo2_artif_out_2.csv
logo_chico_cuadrado,386.1087216529995,295.85327866952866,54,54,estilo2_artif_out_2.csv
logo_chico_rectangular,365.92602487653494,173.20536808110774,81,27,estilo2_artif_out_2.csv
logo_chico_cuadrado,360.9280677046627,70.46672597061843,54,54,estilo2_artif_out_2.csv
logo_chico_rectangular,224.8997613787651,40.915905917063355,81,27,estilo2_artif_out_2.csv
logo_chico_cuadrado,463.52296681143343,234.78088988922536,54,54,estilo2_artif_out_2.csv
logo_chico_rectangular,264.72164900042117,230.95518678892404,81,27,estilo2_artif_out_2.csv
