layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_13.csv
logo_chico_cuadrado,598.7289585638791,98.93615967594087,27,27,estilo2_artif_out_13.csv
logo_chico_cuadrado,43.02354329265654,56.56318059191108,108,108,estilo2_artif_out_13.csv
logo_chico_cuadrado,473.94683263264596,135.99577161949128,27,27,estilo2_artif_out_13.csv
logo_chico_cuadrado,23.601330304518342,28.63301234319806,108,108,estilo2_artif_out_13.csv
logo_chico_cuadrado,2.0779380574822426,51.582079427316785,27,27,estilo2_artif_out_13.csv
logo_chico_cuadrado,57.256573252379894,123.58731748536229,108,108,estilo2_artif_out_13.csv
logo_chico_cuadrado,521.0643773898482,147.1595512703061,27,27,estilo2_artif_out_13.csv
logo_chico_cuadrado,47.3497923463583,179.4704518513754,108,108,estilo2_artif_out_13.csv
logo_chico_cuadrado,399.03286560438573,142.85918392706662,54,54,estilo2_artif_out_13.csv
logo_chico_rectangular,19.814515812322497,249.06352129764855,81,27,estilo2_artif_out_13.csv
logo_chico_cuadrado,418.69772407226264,173.26225955039263,54,54,estilo2_artif_out_13.csv
logo_chico_rectangular,42.70083736628294,7.406746060587466,81,27,estilo2_artif_out_13.csv
logo_chico_cuadrado,574.8685130383819,226.5477024251595,54,54,estilo2_artif_out_13.csv
logo_chico_rectangular,114.38894779421389,33.2485496532172,81,27,estilo2_artif_out_13.csv
