layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
evt,544,5,7,46,out4
cta,513,32,110,41,out4
logo_despegar,30,38,107,132,out4
linea,446,177,1,29,out4
logo3,448,108,60,8,out4
logo4,462,106,44,15,out4
logo2,462,49,45,15,out4
logo1,446,48,35,12,out4
logo5,450,188,75,22,out4
placa1,437,28,250,47,out4
icono2,317,10,22,18,out4
texto3,292,40,56,15,out4
texto4,318,40,82,17,out4
icono1,293,11,23,16,out4
texto5,356,40,149,59,out4
texto2,209,38,241,55,out4
texto1,198,38,31,8,out4
cft,574,40,204,18,out4
background,0,0,300,600,out4
