layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
logo_despegar,26,28,191,52,out3
rayo,100,29,14,24,out3
logo_flashsale,133,29,101,13,out3
texto1,157,26,37,52,out3
texto2,164,71,144,43,out3
texto_bancos,230,126,63,20,out3
logo1,229,39,76,24,out3
texto3,323,30,156,30,out3
logo2,279,37,150,22,out3
codo1_ok,153,25,382,156,out3
codo1,104,25,382,156,out3
placa1,221,25,178,39,out3
placa2,270,25,178,39,out3
evt,507,4,6,41,out3
cft,579,30,199,18,out3
background1,369,0,300,231,out3
background_color1,0,0,300,600,out3
