layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
logo_despegar,209,40,165,42,out5
cta,535,38,121,45,out5
texto4,274,44,83,9,out5
icono1,271,25,14,12,out5
texto5,292,44,120,63,out5
icono2,369,24,15,11,out5
texto6,368,42,26,12,out5
icono3,389,26,12,11,out5
texto7,388,43,100,28,out5
icono4,426,24,16,10,out5
texto8,425,42,55,12,out5
texto9,462,140,132,33,out5
codo_160x600,367,120,240,141,out5
placa1,392,120,180,116,out5
background2,0,0,300,600,out5
texto1,266,41,63,17,out5
texto2,291,40,111,141,out5
texto3,467,143,106,24,out5
placa1,392,120,180,116,out5
background1,0,0,300,600,out5
