layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
linea,233,175,1,31,out3
logo2,234,80,26,26,out3
texto5,239,112,55,18,out3
logo1,241,28,43,13,out3
logo_camara,540,249,34,34,out3
texto4,282,23,159,35,out3
logo_hotsale,112,23,87,15,out3
logo3,234,186,68,29,out3
codo1,90,17,440,180,out3
placa1,227,18,254,41,out3
texto2,163,22,69,54,out3
texto3,176,97,133,40,out3
texto1,144,23,35,12,out3
logo_despegar,31,22,197,55,out3
evt,588,246,41,6,out3
cft,578,22,196,18,out3
background1,358,0,300,242,out3
background_color1,0,0,300,600,out3
