psd_name,psd_width,psd_heigth,country,banner_type,group_name,group_order,layer_name,layer_kind,layer_order,layer_top,layer_left,layer_width,layer_height
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,icono1,LayerKind.NORMAL,673,108,36,44,33
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,legal,LayerKind.NORMAL,674,371,40,211,14
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto3,LayerKind.NORMAL,675,306,39,121,13
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo1,LayerKind.NORMAL,676,336,48,104,16
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,placa1,LayerKind.NORMAL,677,331,33,133,24
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto2,LayerKind.NORMAL,678,247,33,114,44
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto1,LayerKind.NORMAL,679,151,32,130,76
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo_despegar,LayerKind.NORMAL,680,26,34,196,54
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo_camara,LayerKind.NORMAL,681,507,187,89,76
mx_medios_hotsale_lunes-citibanamex_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,background,LayerKind.NORMAL,682,0,0,300,600
