psd_name,psd_width,psd_heigth,country,banner_type,group_name,group_order,layer_name,layer_kind,layer_order,layer_top,layer_left,layer_width,layer_height
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,icono_llama1,LayerKind.SMARTOBJECT,559,110,27,27,30
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,texto1,LayerKind.NORMAL,560,150,27,218,40
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,legal,LayerKind.NORMAL,561,372,27,240,16
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,logo_camara,LayerKind.NORMAL,562,502,191,84,73
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,logo2,LayerKind.NORMAL,563,318,93,126,22
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,logo_despegar,LayerKind.NORMAL,564,25,30,193,52
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,texto3,LayerKind.NORMAL,565,263,30,164,35
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,logo1,LayerKind.NORMAL,566,313,49,31,31
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,placa1,LayerKind.NORMAL,567,307,26,208,43
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,texto2,LayerKind.NORMAL,568,202,30,177,36
mx_display_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,DISPLAY,interfaz,0,background,LayerKind.NORMAL,569,0,0,300,600
