psd_name,psd_width,psd_heigth,country,banner_type,group_name,group_order,layer_name,layer_kind,layer_order,layer_top,layer_left,layer_width,layer_height
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo_despegar,LayerKind.NORMAL,660,44,30,204,56
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,cta,LayerKind.NORMAL,661,501,23,122,43
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo2,LayerKind.NORMAL,662,424,79,106,19
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,icono1,LayerKind.NORMAL,663,149,27,48,41
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo_camara,LayerKind.NORMAL,664,475,192,93,80
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,legal,LayerKind.NORMAL,665,586,18,258,5
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto4,LayerKind.NORMAL,666,371,27,155,33
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo1,LayerKind.NORMAL,667,419,42,26,26
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,placa1,LayerKind.NORMAL,668,415,23,175,35
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto2,LayerKind.NORMAL,669,274,29,152,17
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto3,LayerKind.NORMAL,670,310,28,217,23
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto1,LayerKind.NORMAL,671,202,27,148,57
mx_medios_hotsale_lunes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,background,LayerKind.NORMAL,672,0,0,300,600
