layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_17.csv
logo_chico_cuadrado,285.2257154881954,53.57477003708482,27,27,estilo2_artif_out_17.csv
logo_chico_cuadrado,72.99327305518091,140.17577588092536,108,108,estilo2_artif_out_17.csv
logo_chico_cuadrado,567.6325772423297,186.20030181482434,27,27,estilo2_artif_out_17.csv
logo_chico_cuadrado,467.6157121080905,67.52291328739375,108,108,estilo2_artif_out_17.csv
logo_chico_cuadrado,121.3292854372412,218.34842276293784,27,27,estilo2_artif_out_17.csv
logo_chico_cuadrado,372.483727382496,182.78526104986668,108,108,estilo2_artif_out_17.csv
logo_chico_cuadrado,239.80903015471995,148.97949029691517,27,27,estilo2_artif_out_17.csv
logo_chico_cuadrado,382.65189793892205,53.03980987519026,108,108,estilo2_artif_out_17.csv
logo_chico_cuadrado,310.41866540908813,268.074322398752,54,54,estilo2_artif_out_17.csv
logo_chico_rectangular,341.2503881379962,153.37785955052823,81,27,estilo2_artif_out_17.csv
logo_chico_cuadrado,108.2951252348721,11.248694686219096,54,54,estilo2_artif_out_17.csv
logo_chico_rectangular,498.92089208588004,171.78618139587343,81,27,estilo2_artif_out_17.csv
logo_chico_cuadrado,56.66068182326853,286.1870608991012,54,54,estilo2_artif_out_17.csv
logo_chico_rectangular,76.19287054985762,201.50897812563926,81,27,estilo2_artif_out_17.csv
