layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_20.csv
logo_chico_cuadrado,466.3417615927756,114.59974127355963,27,27,estilo2_artif_out_20.csv
logo_chico_cuadrado,481.1736987903714,139.07939661294222,108,108,estilo2_artif_out_20.csv
logo_chico_cuadrado,103.36598167195916,220.04915834404528,27,27,estilo2_artif_out_20.csv
logo_chico_cuadrado,582.4568199925125,19.704293087124825,108,108,estilo2_artif_out_20.csv
logo_chico_cuadrado,456.28217244520783,46.92957128863782,27,27,estilo2_artif_out_20.csv
logo_chico_cuadrado,504.9929480999708,67.12282821536064,108,108,estilo2_artif_out_20.csv
logo_chico_cuadrado,536.5848256275058,281.99060820043087,27,27,estilo2_artif_out_20.csv
logo_chico_cuadrado,524.6352032292634,198.64834102336317,108,108,estilo2_artif_out_20.csv
logo_chico_cuadrado,484.82561632990837,256.28580290358514,54,54,estilo2_artif_out_20.csv
logo_chico_rectangular,428.3680192194879,99.04378477949649,81,27,estilo2_artif_out_20.csv
logo_chico_cuadrado,103.19973793812096,97.30325038544834,54,54,estilo2_artif_out_20.csv
logo_chico_rectangular,491.03425154462457,165.76497538480908,81,27,estilo2_artif_out_20.csv
logo_chico_cuadrado,334.58144338801503,131.76458298694342,54,54,estilo2_artif_out_20.csv
logo_chico_rectangular,408.9456191752106,106.60678390413523,81,27,estilo2_artif_out_20.csv
