layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_12.csv
fondo1,440,0,300,150,estilo3_artif_out_12.csv
logo_chico_cuadrado,365.9153925720602,263.2995106978342,27,27,estilo3_artif_out_12.csv
logo_chico_cuadrado,393.74677701853216,146.74424934200943,108,108,estilo3_artif_out_12.csv
logo_chico_cuadrado,106.48392671719193,126.87925372738391,27,27,estilo3_artif_out_12.csv
logo_chico_cuadrado,519.3543054163456,262.9272574558854,108,108,estilo3_artif_out_12.csv
logo_chico_cuadrado,157.43832592852414,133.03692319896072,54,54,estilo3_artif_out_12.csv
logo_chico_rectangular,585.3408234659582,99.69218701589853,81,27,estilo3_artif_out_12.csv
logo_chico_cuadrado,307.3905365075916,262.57305960170925,54,54,estilo3_artif_out_12.csv
logo_chico_rectangular,16.67774235829711,181.51116140652448,81,27,estilo3_artif_out_12.csv
logo_chico_cuadrado,536.768794991076,90.29443224426359,54,54,estilo3_artif_out_12.csv
logo_chico_rectangular,355.27011025696993,121.2645054096356,81,27,estilo3_artif_out_12.csv
