layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_6.csv
logo_chico_cuadrado,534.3137851450592,276.039490965195,27,27,estilo2_artif_out_6.csv
logo_chico_cuadrado,494.54693449661136,59.74560126196593,108,108,estilo2_artif_out_6.csv
logo_chico_cuadrado,270.34193566069007,239.65207049623132,27,27,estilo2_artif_out_6.csv
logo_chico_cuadrado,440.86017636582255,183.83783167228103,108,108,estilo2_artif_out_6.csv
logo_chico_cuadrado,576.8278168514371,216.21233657933772,27,27,estilo2_artif_out_6.csv
logo_chico_cuadrado,62.63805739581585,275.41924989782274,108,108,estilo2_artif_out_6.csv
logo_chico_cuadrado,588.3208095096052,14.577312651090324,27,27,estilo2_artif_out_6.csv
logo_chico_cuadrado,595.5435626674443,38.91346240416169,108,108,estilo2_artif_out_6.csv
logo_chico_cuadrado,357.64625184237957,52.76833965908736,54,54,estilo2_artif_out_6.csv
logo_chico_rectangular,484.00662993080914,22.757621062919497,81,27,estilo2_artif_out_6.csv
logo_chico_cuadrado,102.91834683157504,225.55721090175211,54,54,estilo2_artif_out_6.csv
logo_chico_rectangular,97.81394465826452,117.44875889271498,81,27,estilo2_artif_out_6.csv
logo_chico_cuadrado,397.7712307590991,166.63852476049215,54,54,estilo2_artif_out_6.csv
logo_chico_rectangular,419.23412047326565,81.28235104959458,81,27,estilo2_artif_out_6.csv
