layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_1.csv
logo_chico_cuadrado,126.27356071025133,73.00879759714007,27,27,estilo2_artif_out_1.csv
logo_chico_cuadrado,158.5918067023158,111.67222161311656,108,108,estilo2_artif_out_1.csv
logo_chico_cuadrado,232.31938504613936,99.55811547115445,27,27,estilo2_artif_out_1.csv
logo_chico_cuadrado,11.183284129947424,228.61110765952617,108,108,estilo2_artif_out_1.csv
logo_chico_cuadrado,480.97336012870073,142.7020662697032,27,27,estilo2_artif_out_1.csv
logo_chico_cuadrado,293.8552860170603,84.07975612208247,108,108,estilo2_artif_out_1.csv
logo_chico_cuadrado,240.0585087016225,124.38959938008338,27,27,estilo2_artif_out_1.csv
logo_chico_cuadrado,412.18676660209894,128.43470668885857,108,108,estilo2_artif_out_1.csv
logo_chico_cuadrado,446.2739809881896,66.8383555021137,54,54,estilo2_artif_out_1.csv
logo_chico_rectangular,504.4881143141538,179.5354401692748,81,27,estilo2_artif_out_1.csv
logo_chico_cuadrado,114.24788259901106,195.263767009601,54,54,estilo2_artif_out_1.csv
logo_chico_rectangular,167.859877506271,177.48634605668485,81,27,estilo2_artif_out_1.csv
logo_chico_cuadrado,565.6093727331609,143.76881690695882,54,54,estilo2_artif_out_1.csv
logo_chico_rectangular,60.24849428795278,188.9205990359187,81,27,estilo2_artif_out_1.csv
