layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_15.csv
fondo1,440,0,300,150,estilo3_artif_out_15.csv
logo_chico_cuadrado,197.62112880125642,182.1224571671337,27,27,estilo3_artif_out_15.csv
logo_chico_cuadrado,172.3322179634124,212.57273952942342,108,108,estilo3_artif_out_15.csv
logo_chico_cuadrado,4.0854917373508215,259.37669849954545,27,27,estilo3_artif_out_15.csv
logo_chico_cuadrado,86.86723485589027,5.5642456747591496,108,108,estilo3_artif_out_15.csv
logo_chico_cuadrado,383.36497312411666,252.91287540458143,54,54,estilo3_artif_out_15.csv
logo_chico_rectangular,103.23798288591206,250.27896291576326,81,27,estilo3_artif_out_15.csv
logo_chico_cuadrado,380.95835661515594,96.90428408794105,54,54,estilo3_artif_out_15.csv
logo_chico_rectangular,537.7289021853358,216.86096030753106,81,27,estilo3_artif_out_15.csv
logo_chico_cuadrado,153.50954155437648,253.06068621575832,54,54,estilo3_artif_out_15.csv
logo_chico_rectangular,278.45884817652404,237.671388220042,81,27,estilo3_artif_out_15.csv
