layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo1_artif_out_6.csv
logo_chico_cuadrado,99.76586163975298,278.8577583851293,27,27,estilo1_artif_out_6.csv
logo_chico_cuadrado,184.83553449623287,221.70722731389105,108,108,estilo1_artif_out_6.csv
logo_chico_cuadrado,540.300351055339,176.9936472410336,27,27,estilo1_artif_out_6.csv
logo_chico_cuadrado,476.06423925608397,209.1333899879828,108,108,estilo1_artif_out_6.csv
logo_chico_cuadrado,441.3945122156292,138.22303244378418,27,27,estilo1_artif_out_6.csv
logo_chico_cuadrado,6.614820286631584,171.49597818497568,108,108,estilo1_artif_out_6.csv
logo_chico_cuadrado,341.61856533028185,108.53415133897215,27,27,estilo1_artif_out_6.csv
logo_chico_cuadrado,108.14975900575519,66.80185266304761,108,108,estilo1_artif_out_6.csv
logo_chico_cuadrado,417.4906319472939,225.2856590319425,54,54,estilo1_artif_out_6.csv
logo_chico_rectangular,485.1673769764602,100.8129084482789,81,27,estilo1_artif_out_6.csv
logo_chico_cuadrado,309.25388666801155,251.3699707807973,54,54,estilo1_artif_out_6.csv
logo_chico_rectangular,580.6508450768888,250.130214728415,81,27,estilo1_artif_out_6.csv
