layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_13.csv
fondo1,440,0,300,150,estilo3_artif_out_13.csv
logo_chico_cuadrado,351.4295909553766,12.442265823483467,27,27,estilo3_artif_out_13.csv
logo_chico_cuadrado,80.45777888037264,281.17579396348447,108,108,estilo3_artif_out_13.csv
logo_chico_cuadrado,36.573486775159836,222.9624461615458,27,27,estilo3_artif_out_13.csv
logo_chico_cuadrado,340.1892646215856,260.13400240335613,108,108,estilo3_artif_out_13.csv
logo_chico_cuadrado,599.388769408688,3.3468688605353236,54,54,estilo3_artif_out_13.csv
logo_chico_rectangular,221.69565777294338,25.289350817911327,81,27,estilo3_artif_out_13.csv
logo_chico_cuadrado,321.0159043315798,194.31945509277284,54,54,estilo3_artif_out_13.csv
logo_chico_rectangular,172.0004953444004,88.88702052645385,81,27,estilo3_artif_out_13.csv
logo_chico_cuadrado,146.81194717995822,16.617688536643982,54,54,estilo3_artif_out_13.csv
logo_chico_rectangular,217.71212769672275,159.12468410097063,81,27,estilo3_artif_out_13.csv
