layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_9.csv
logo_chico_cuadrado,129.67799557372928,248.11378964222968,27,27,estilo2_artif_out_9.csv
logo_chico_cuadrado,422.12628736160696,85.59864338021725,108,108,estilo2_artif_out_9.csv
logo_chico_cuadrado,177.96304780058563,67.98612421844155,27,27,estilo2_artif_out_9.csv
logo_chico_cuadrado,536.9679490104318,30.7757435599342,108,108,estilo2_artif_out_9.csv
logo_chico_cuadrado,234.76962754502892,158.2186582731083,27,27,estilo2_artif_out_9.csv
logo_chico_cuadrado,566.3915310055017,23.889392567798495,108,108,estilo2_artif_out_9.csv
logo_chico_cuadrado,82.69235249608755,93.53603264316916,27,27,estilo2_artif_out_9.csv
logo_chico_cuadrado,461.5838227327913,101.79567912127823,108,108,estilo2_artif_out_9.csv
logo_chico_cuadrado,102.79438896104693,126.68272366281599,54,54,estilo2_artif_out_9.csv
logo_chico_rectangular,26.726207183673978,227.90231653489172,81,27,estilo2_artif_out_9.csv
logo_chico_cuadrado,9.344252524897456,140.28322545345873,54,54,estilo2_artif_out_9.csv
logo_chico_rectangular,302.18554199673235,132.49336732551455,81,27,estilo2_artif_out_9.csv
logo_chico_cuadrado,253.9807646535337,188.17639430053532,54,54,estilo2_artif_out_9.csv
logo_chico_rectangular,406.73755053430796,281.58774613402784,81,27,estilo2_artif_out_9.csv
