psd_name,psd_width,psd_heigth,country,banner_type,group_name,group_order,layer_name,layer_kind,layer_order,layer_top,layer_left,layer_width,layer_height
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,icono_llama1,LayerKind.SMARTOBJECT,683,110,27,27,30
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto1,LayerKind.NORMAL,684,150,27,218,40
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,legal,LayerKind.NORMAL,685,372,27,240,16
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo_camara,LayerKind.NORMAL,686,502,191,84,73
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo2,LayerKind.NORMAL,687,318,93,126,22
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo_despegar,LayerKind.NORMAL,688,25,30,193,52
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto3,LayerKind.NORMAL,689,263,30,164,35
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,logo1,LayerKind.NORMAL,690,313,49,31,31
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,placa1,LayerKind.NORMAL,691,307,26,208,43
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,texto2,LayerKind.NORMAL,692,202,30,177,36
mx_medios_hotsale_martes-bbva_300x600_prod.psd,300,600,MX,MEDIOS,interfaz,0,background,LayerKind.NORMAL,693,0,0,300,600
