psd_name,psd_width,psd_heigth,country,banner_type,group_name,group_order,layer_name,layer_kind,layer_order,layer_top,layer_left,layer_width,layer_height
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,logo2,LayerKind.NORMAL,82,387,51,234,31
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,evt,LayerKind.NORMAL,83,592,263,33,5
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,cft,LayerKind.NORMAL,84,560,40,216,18
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,cta,LayerKind.NORMAL,85,478,43,110,41
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,logo_despegar,LayerKind.NORMAL,86,45,39,210,57
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,icono2,LayerKind.NORMAL,87,326,17,18,16
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,texto3,LayerKind.NORMAL,88,328,42,72,15
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,texto2,LayerKind.NORMAL,89,303,42,51,13
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,icono1,LayerKind.NORMAL,90,303,16,21,16
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,placa1,LayerKind.NORMAL,91,381,37,263,43
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,logo1,LayerKind.NORMAL,92,227,41,50,50
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,texto1,LayerKind.NORMAL,93,159,38,208,50
ar_display_w15_300x600_prod.psd,300,600,AR,DISPLAY,interfaz,0,background,LayerKind.NORMAL,94,0,0,300,600
