psd_name,psd_width,psd_heigth,country,banner_type,group_name,group_order,layer_name,layer_kind,layer_order,layer_top,layer_left,layer_width,layer_height
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,rnt,LayerKind.NORMAL,500,316,8,6,39
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,logo_despegar,LayerKind.NORMAL,501,33,27,93,113
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,icono1,LayerKind.NORMAL,502,169,25,35,25
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,texto1,LayerKind.NORMAL,503,206,27,167,20
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,texto2,LayerKind.NORMAL,504,240,27,239,33
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,linea,LayerKind.NORMAL,505,329,117,1,29
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,legal1,LayerKind.NORMAL,506,333,25,85,21
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,legal2,LayerKind.NORMAL,507,346,125,110,10
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,linea1,LayerKind.NORMAL,508,385,0,103,106
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,linea2,LayerKind.NORMAL,509,451,228,72,31
co_medios_extendimos_accion2_300x600_prod.psd,300,600,CO,MEDIOS,interfaz,0,background,LayerKind.NORMAL,510,0,0,300,600
