x,y,version
4.585834986690565,-0.2536850131160717,1
3.589930518338042,0.27413777327948324,1
4.1535174060723294,-0.22252255234969656,1
3.814242606791685,-0.6881976793307039,1
3.915252725809989,0.3151827046027151,1
4.279165533800824,0.5022737320321906,1
4.551016516279592,0.5549446642087825,1
3.8412415011682497,0.8658527873038961,1
4.732879770093755,-0.18309711225525038,1
3.5073808144908485,0.6329435863295152,1
4.235900954086137,0.5962128657666421,1
3.7933762197004435,-0.17889844957112438,1
3.7687249162160428,0.7694333677821836,1
3.9224308633292186,0.8679377432071806,1
3.5023659826435094,0.35770601422084053,1
4.080851653809026,-0.4974104242802262,1
4.956633074269814,0.02113028267560768,1
4.427955911174023,0.21816337398083568,1
4.275845488129397,-0.6376068262444972,1
4.7909536068875225,0.5105733474450995,1
-7.337046077137381,5.747412663408287,1
-7.788081522574679,5.321629486634924,1
-7.871030868189642,5.718965030565436,1
-8.306565509609298,5.28797230608218,1
-6.9059975503028195,5.379965848040032,1
-8.104708725162503,5.366505667842631,1
-7.7058147845543905,5.204188758279851,1
-7.669932256425532,4.610082109633833,1
-6.8662349034698424,5.4741158666689715,1
-8.086300543222931,4.752023686742012,1
-7.596578968666052,4.628339737156534,1
-7.1395623392304275,5.843802765785493,1
-7.377409935874055,5.214680061894397,1
-7.98770847696476,4.668782269570013,1
-8.459721886996359,5.72154183487967,1
-7.002779625103187,5.085916604875106,1
-7.544081499440698,5.094506974262983,1
-7.851432060560589,6.008027003203103,1
-8.09079058211554,5.933062101753075,1
-7.601940005148941,5.9715968209735735,1
3.018291455330672,-5.440697335968237,1
3.2533690438862366,-5.935966141612811,1
3.97784759431925,-5.3717141653291245,1
4.009711421814093,-5.845529389180062,1
3.1026310156755708,-5.209272073076848,1
4.388959111356326,-5.446761824096595,1
3.365229140710032,-4.770639798448183,1
3.6391077286652416,-5.643419760507979,1
3.222486786966523,-4.91566047671598,1
3.917595908079274,-5.840527835215422,1
3.550619290088474,-6.162259850300411,1
3.503797383908118,-5.179432579498273,1
3.098522308238864,-5.51601592527969,1
3.9098854651626813,-4.993764095354392,1
3.9306128196220587,-5.158708061239066,1
3.212500053825307,-6.3433523330693316,1
3.357796324655685,-5.653002121269912,1
4.191500899657789,-5.1513065343338464,1
3.1386548648836756,-6.249190843625891,1
2.779098454122742,-6.0309706398174585,1
2.45393207846023,-2.475845676560101,0
1.1974083962313236,5.456365619113631,0
1.4567585747229463,-0.33366417983190755,0
1.1172326263532852,-0.4047943318525107,0
0.988735264669935,0.014642659516257872,0
1.0931890100839619,-0.06549681348819725,0
0.9074939472998143,4.969858218283473,0
1.9286058537813262,-1.658610250077201,0
0.8164015303001682,5.354300473958041,0
-0.9132022998673772,-0.373254170099087,0
-1.8091887996788287,1.144284858729536,0
-1.7169251084422026,0.8257589759993725,0
-1.3772011386404763,0.8715903177234233,0
1.9220791288653483,-1.2302125181006107,0
1.595529212192078,-1.418155390583613,0
-1.8252132861640593,-0.1324768073702307,0
1.058144428751528,5.04046425074681,0
-2.04232804387098,0.8089850014196139,0
-2.0017789205840177,0.3528840642938542,0
-2.174864983925973,1.1556193410453175,0
1.4627052786944001,-1.6034811009379326,0
2.265235011289997,-1.2768159015562035,0
-1.4906476046274424,-0.6372313970543066,0
-2.240272459808211,-0.7869728103600964,0
-1.9360658754163662,-0.5468151367386325,0
0.5772898514559923,-0.992828554721283,0
-0.924204949798292,0.17140837853271051,0
1.020656780168994,5.267614529733102,0
-1.237248759299315,-0.9180555476157237,0
-2.2546691745438787,-1.1368134603648903,0
-2.1955528650761673,-0.31402194371089354,0
-1.873353773825377,-0.9642878384109865,0
-1.1871396761436603,-1.3301160910544643,0
0.5884150543684719,-0.3417309368126953,0
0.37865172394517455,-0.7199386210653369,0
-1.0241141395313695,-1.1405676462204988,0
2.0625484577264355,-2.53975582564549,0
2.572100814238707,-2.1477268542190426,0
1.308347500260532,5.549946361029671,0
-1.7264514094631513,-1.5754174182296548,0
-1.9642226526256357,-1.7828755251000143,0
2.018080731806895,-2.299372759333104,0
2.308895763993998,-2.6935773501396945,0
2.9343946315304903,-2.2603577324033672,0
-1.2821254979364207,-0.11089487199794323,0
-0.8360602319228407,-0.7715575884690988,0
