layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_2.csv
logo_chico_cuadrado,169.18240073136985,123.84633875917643,54,54,estilo3_artif_out_2.csv
logo_chico_cuadrado,265.4157559387386,88.9376872451976,108,108,estilo3_artif_out_2.csv
logo_chico_cuadrado,561.2586110830307,78.00215478055179,54,54,estilo3_artif_out_2.csv
logo_chico_cuadrado,563.4506137110293,20.446608890779316,108,108,estilo3_artif_out_2.csv
logo_chico_cuadrado,574.50394006446,146.0064867278561,54,54,estilo3_artif_out_2.csv
logo_chico_cuadrado,417.4002596642822,289.43910773377866,108,108,estilo3_artif_out_2.csv
logo_chico_cuadrado,27.796253515407443,31.82478246744722,54,54,estilo3_artif_out_2.csv
logo_chico_cuadrado,99.36454491689801,61.118419957347214,108,108,estilo3_artif_out_2.csv
logo_chico_cuadrado,457.28691341355443,229.37571667134762,54,54,estilo3_artif_out_2.csv
logo_chico_rectangular_fino,113.19376579485834,149.83433475717902,270,6.75,estilo3_artif_out_2.csv
logo_chico_cuadrado,369.34039844200015,186.09524220228195,54,54,estilo3_artif_out_2.csv
logo_chico_rectangular_fino,416.9147662818432,124.26591971889138,270,6.75,estilo3_artif_out_2.csv
