layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_18.csv
logo_chico_cuadrado,278.4969043917954,209.56960518378764,54,54,estilo3_artif_out_18.csv
logo_chico_cuadrado,43.376072868704796,57.34114721417427,108,108,estilo3_artif_out_18.csv
logo_chico_cuadrado,319.14242254570127,89.87470320425928,54,54,estilo3_artif_out_18.csv
logo_chico_cuadrado,40.29384395107627,73.20588547736406,108,108,estilo3_artif_out_18.csv
logo_chico_cuadrado,476.03762936778367,61.893074261024594,54,54,estilo3_artif_out_18.csv
logo_chico_cuadrado,368.4791882056743,68.83985961321741,108,108,estilo3_artif_out_18.csv
logo_chico_cuadrado,270.78843181952834,101.30437603220344,54,54,estilo3_artif_out_18.csv
logo_chico_cuadrado,391.1961894482374,101.79041514638811,108,108,estilo3_artif_out_18.csv
logo_chico_cuadrado,232.93799590319395,117.492983979173,54,54,estilo3_artif_out_18.csv
logo_chico_rectangular_fino,363.6507884133607,259.0690375305712,270,6.75,estilo3_artif_out_18.csv
logo_chico_cuadrado,518.5314034111798,256.81668331380934,54,54,estilo3_artif_out_18.csv
logo_chico_rectangular_fino,467.01295422390103,203.06161700282246,270,6.75,estilo3_artif_out_18.csv
