layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo1_artif_out_10.csv
logo_chico_cuadrado,274.4047680404037,22.067038994282484,54,54,estilo1_artif_out_10.csv
logo_chico_cuadrado,333.3358517847955,65.02610240131617,108,108,estilo1_artif_out_10.csv
logo_chico_cuadrado,516.674073971808,20.02165261656046,54,54,estilo1_artif_out_10.csv
logo_chico_cuadrado,310.64495095051825,206.9726202171296,108,108,estilo1_artif_out_10.csv
logo_chico_cuadrado,11.50191449560225,293.3018577285111,54,54,estilo1_artif_out_10.csv
logo_chico_cuadrado,416.85848012566566,189.04390528332442,108,108,estilo1_artif_out_10.csv
logo_chico_cuadrado,3.109518438577652,204.4859491288662,54,54,estilo1_artif_out_10.csv
logo_chico_cuadrado,593.5267450287938,163.0567929474637,108,108,estilo1_artif_out_10.csv
logo_chico_cuadrado,508.9525426737964,162.27505810093135,54,54,estilo1_artif_out_10.csv
logo_chico_rectangular,465.459797764197,131.582093029283,81,27,estilo1_artif_out_10.csv
logo_chico_cuadrado,411.96194789372385,111.15770316682756,54,54,estilo1_artif_out_10.csv
logo_chico_rectangular,425.5693070590496,255.41615418624133,81,27,estilo1_artif_out_10.csv
