layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_7.csv
logo_chico_cuadrado,553.6325408611447,74.91892024409026,54,54,estilo3_artif_out_7.csv
logo_chico_cuadrado,222.0663607120514,196.89359441399574,108,108,estilo3_artif_out_7.csv
logo_chico_cuadrado,241.41431828029454,130.0378493964672,54,54,estilo3_artif_out_7.csv
logo_chico_cuadrado,99.31471841409802,6.659289635717869,108,108,estilo3_artif_out_7.csv
logo_chico_cuadrado,171.52779595926404,99.90718576591462,54,54,estilo3_artif_out_7.csv
logo_chico_cuadrado,365.11935414746404,123.79321509506553,108,108,estilo3_artif_out_7.csv
logo_chico_cuadrado,451.6505787614733,12.605858640745282,54,54,estilo3_artif_out_7.csv
logo_chico_cuadrado,583.7498960550874,72.36043699085712,108,108,estilo3_artif_out_7.csv
logo_chico_cuadrado,564.4114314112812,30.50830566789955,54,54,estilo3_artif_out_7.csv
logo_chico_rectangular_fino,173.31843981519341,175.6415755720809,270,6.75,estilo3_artif_out_7.csv
logo_chico_cuadrado,459.7026564180851,83.09085199143738,54,54,estilo3_artif_out_7.csv
logo_chico_rectangular_fino,577.3507506586611,193.681200616993,270,6.75,estilo3_artif_out_7.csv
