layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_17.csv
logo_chico_cuadrado,149.66658297926188,210.90844050049782,54,54,estilo3_artif_out_17.csv
logo_chico_cuadrado,469.2350293044001,152.26410934701562,108,108,estilo3_artif_out_17.csv
logo_chico_cuadrado,375.905735604465,204.07904202584177,54,54,estilo3_artif_out_17.csv
logo_chico_cuadrado,531.6608172375709,54.429223970510066,108,108,estilo3_artif_out_17.csv
logo_chico_cuadrado,433.06311070919037,86.90463546663523,54,54,estilo3_artif_out_17.csv
logo_chico_cuadrado,90.35065770149231,137.41443750914186,108,108,estilo3_artif_out_17.csv
logo_chico_cuadrado,71.92412232980132,227.12383498437703,54,54,estilo3_artif_out_17.csv
logo_chico_cuadrado,268.7461414374411,53.25527717359364,108,108,estilo3_artif_out_17.csv
logo_chico_cuadrado,161.02056931704283,145.37122040055692,54,54,estilo3_artif_out_17.csv
logo_chico_rectangular_fino,344.90825459361076,27.429026132449508,270,6.75,estilo3_artif_out_17.csv
logo_chico_cuadrado,154.4257506262511,172.6880382746458,54,54,estilo3_artif_out_17.csv
logo_chico_rectangular_fino,32.87217300385237,127.47767202090472,270,6.75,estilo3_artif_out_17.csv
