layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo1_artif_out_15.csv
logo_chico_cuadrado,570.7526663783938,179.53992811962962,54,54,estilo1_artif_out_15.csv
logo_chico_cuadrado,225.64581502228975,183.1768189324066,108,108,estilo1_artif_out_15.csv
logo_chico_cuadrado,425.37717036902905,221.19282013736665,54,54,estilo1_artif_out_15.csv
logo_chico_cuadrado,312.0561830699444,98.09560677967966,108,108,estilo1_artif_out_15.csv
logo_chico_cuadrado,123.59530166722834,125.62357687857002,54,54,estilo1_artif_out_15.csv
logo_chico_cuadrado,449.5712206698954,195.44390158262104,108,108,estilo1_artif_out_15.csv
logo_chico_cuadrado,54.419040866196156,143.5044574784115,54,54,estilo1_artif_out_15.csv
logo_chico_cuadrado,184.50881908647716,54.30450467392802,108,108,estilo1_artif_out_15.csv
logo_chico_cuadrado,260.766542237252,257.65737297479063,54,54,estilo1_artif_out_15.csv
logo_chico_rectangular,539.3330224324018,220.10135147720575,81,27,estilo1_artif_out_15.csv
logo_chico_cuadrado,127.40211677737534,77.54816086962819,54,54,estilo1_artif_out_15.csv
logo_chico_rectangular,18.064127443358302,21.25281721819192,81,27,estilo1_artif_out_15.csv
