layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo1_artif_out_5.csv
logo_chico_cuadrado,372.8619023691863,88.55270245112479,54,54,estilo1_artif_out_5.csv
logo_chico_cuadrado,183.37224880233407,20.71479472797364,108,108,estilo1_artif_out_5.csv
logo_chico_cuadrado,166.70658001676202,246.26678628847003,54,54,estilo1_artif_out_5.csv
logo_chico_cuadrado,175.74038277380168,212.9553378559649,108,108,estilo1_artif_out_5.csv
logo_chico_cuadrado,471.03877030313015,6.893474981188774,54,54,estilo1_artif_out_5.csv
logo_chico_cuadrado,243.95035724155605,189.40583537332714,108,108,estilo1_artif_out_5.csv
logo_chico_cuadrado,466.32181154564023,202.12699882686138,54,54,estilo1_artif_out_5.csv
logo_chico_cuadrado,375.87187117896974,214.8507253266871,108,108,estilo1_artif_out_5.csv
logo_chico_cuadrado,146.24883751384914,35.483103431761265,54,54,estilo1_artif_out_5.csv
logo_chico_rectangular,428.0851707793772,119.36372152995318,81,27,estilo1_artif_out_5.csv
logo_chico_cuadrado,437.7423091325909,19.97074792161584,54,54,estilo1_artif_out_5.csv
logo_chico_rectangular,565.0419336743653,271.86002272646874,81,27,estilo1_artif_out_5.csv
