layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_18.csv
fondo1,440,0,300,150,estilo3_artif_out_18.csv
logo_chico_cuadrado,311.8220146279782,23.72139736544341,27,27,estilo3_artif_out_18.csv
logo_chico_cuadrado,543.4318468440324,55.94263253733516,108,108,estilo3_artif_out_18.csv
logo_chico_cuadrado,299.25704346969724,49.22641748562455,27,27,estilo3_artif_out_18.csv
logo_chico_cuadrado,522.0921487547457,50.43449294753373,108,108,estilo3_artif_out_18.csv
logo_chico_cuadrado,62.79451288282871,241.2143686087802,54,54,estilo3_artif_out_18.csv
logo_chico_rectangular,500.69650495424867,40.872147772461176,81,27,estilo3_artif_out_18.csv
logo_chico_cuadrado,488.6434298940003,159.84874363057315,54,54,estilo3_artif_out_18.csv
logo_chico_rectangular,594.1123482305557,42.15134975966066,81,27,estilo3_artif_out_18.csv
logo_chico_cuadrado,421.02463664487004,184.02532206382602,54,54,estilo3_artif_out_18.csv
logo_chico_rectangular,45.898462599143386,89.71884723287076,81,27,estilo3_artif_out_18.csv
