layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_2.csv
fondo1,440,0,300,150,estilo3_artif_out_2.csv
logo_chico_cuadrado,563.4048320353031,215.70703843608499,27,27,estilo3_artif_out_2.csv
logo_chico_cuadrado,599.0118063054979,251.69114051386714,108,108,estilo3_artif_out_2.csv
logo_chico_cuadrado,231.78502754308283,159.91414713207632,27,27,estilo3_artif_out_2.csv
logo_chico_cuadrado,435.84584346972406,124.64915905147791,108,108,estilo3_artif_out_2.csv
logo_chico_cuadrado,291.44083773717284,240.63458580058068,54,54,estilo3_artif_out_2.csv
logo_chico_rectangular,442.80719328671694,156.36302616912872,81,27,estilo3_artif_out_2.csv
logo_chico_cuadrado,541.8221527710557,54.212167812511325,54,54,estilo3_artif_out_2.csv
logo_chico_rectangular,119.88715957850218,137.73043253459036,81,27,estilo3_artif_out_2.csv
logo_chico_cuadrado,14.838947542011738,278.7151457509026,54,54,estilo3_artif_out_2.csv
logo_chico_rectangular,20.1886426191777,88.12338290736079,81,27,estilo3_artif_out_2.csv
