layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo1_artif_out_7.csv
logo_chico_cuadrado,23.188693122938275,183.54408089071512,27,27,estilo1_artif_out_7.csv
logo_chico_cuadrado,301.2562128715217,208.18931255489588,108,108,estilo1_artif_out_7.csv
logo_chico_cuadrado,562.9418849945068,91.20966531336308,27,27,estilo1_artif_out_7.csv
logo_chico_cuadrado,313.34147276356816,7.546966499648988,108,108,estilo1_artif_out_7.csv
logo_chico_cuadrado,160.5126072652638,127.76882566977292,27,27,estilo1_artif_out_7.csv
logo_chico_cuadrado,248.26350803487003,216.4418671047315,108,108,estilo1_artif_out_7.csv
logo_chico_cuadrado,167.923844140023,60.80876737833023,27,27,estilo1_artif_out_7.csv
logo_chico_cuadrado,175.18882560543716,21.391172823496163,108,108,estilo1_artif_out_7.csv
logo_chico_cuadrado,84.3643038533628,275.85848153103143,54,54,estilo1_artif_out_7.csv
logo_chico_rectangular,344.74377231672406,289.1329089179635,81,27,estilo1_artif_out_7.csv
logo_chico_cuadrado,353.58029706403613,183.46427287906408,54,54,estilo1_artif_out_7.csv
logo_chico_rectangular,314.76319092325866,122.44202562142164,81,27,estilo1_artif_out_7.csv
