layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_5.csv
logo_chico_cuadrado,12.32837364077568,172.16922640800476,27,27,estilo2_artif_out_5.csv
logo_chico_cuadrado,82.63218495994806,245.36617482081056,108,108,estilo2_artif_out_5.csv
logo_chico_cuadrado,478.23761561885476,198.82264158222824,27,27,estilo2_artif_out_5.csv
logo_chico_cuadrado,72.80110032297671,83.63895267248154,108,108,estilo2_artif_out_5.csv
logo_chico_cuadrado,394.9158024508506,178.11166809406132,27,27,estilo2_artif_out_5.csv
logo_chico_cuadrado,49.22859789803624,113.58383714687079,108,108,estilo2_artif_out_5.csv
logo_chico_cuadrado,331.36107246391475,35.74641302693635,27,27,estilo2_artif_out_5.csv
logo_chico_cuadrado,20.45488776639104,96.16713509894907,108,108,estilo2_artif_out_5.csv
logo_chico_cuadrado,216.44916334189475,82.72036404814571,54,54,estilo2_artif_out_5.csv
logo_chico_rectangular,522.5956012029201,33.789433375932276,81,27,estilo2_artif_out_5.csv
logo_chico_cuadrado,449.1330882534385,150.40611529257149,54,54,estilo2_artif_out_5.csv
logo_chico_rectangular,0.11888262815773487,250.9298489894718,81,27,estilo2_artif_out_5.csv
logo_chico_cuadrado,479.8729015979916,60.89802647475153,54,54,estilo2_artif_out_5.csv
logo_chico_rectangular,538.7659715954214,237.03182993922383,81,27,estilo2_artif_out_5.csv
