x,y,version
1.6334611554192837,-4.714360532817649,0
1.5679758266306036,-6.103469820504438,0
1.0117124662094896,-6.042354785154576,0
0.39140176668957954,-6.340824934219709,0
1.0694298327033998,-6.447635036396159,0
1.1926036471256802,-4.769834560802301,0
0.753094086916148,-6.501919973762379,0
0.9510525693456607,-4.861254918860263,0
1.4108574542819712,-4.323011195456552,0
2.048946587690338,-5.867551809598093,0
0.5829131786597168,-5.339139217466322,0
1.9348967694830885,-4.988418932149178,0
0.0347125090556587,-6.0192412308897385,0
1.6711506753212522,-5.776963877307921,0
0.6266121420349976,-4.868715678210025,0
1.135526471550592,-6.422530259342375,0
0.7488105024563189,-5.549253252258682,0
1.2291332918901379,-5.394758304240027,0
1.9417556743842082,-5.519227304061589,0
1.059813661126968,-5.229221401482765,0
-0.11442397712475538,-4.573810694190919,0
-0.45081788980333926,-3.9472018595645277,0
2.1659976065351385,-5.8391840113748845,0
-0.44801748583344647,-4.374944378577832,0
0.2126951778462246,-4.8907104332845055,0
-0.9489650410323449,-5.063459584016043,0
-0.32325218018931157,-4.887813859914749,0
0.41106402925734825,-3.827235784017531,0
-0.014961134129505727,-5.537437255196485,0
1.1616296843280525,-4.41749909452523,0
-0.5081717809337498,-5.587847929175114,0
-0.1114439002328198,-5.0858558894945585,0
0.11437961290689491,-3.7543392443936723,0
0.545857865219072,-5.749646529111617,0
-0.7614239842980461,-4.5267876789810355,0
0.21634548920864705,-4.647298840156536,0
-0.14379792280402637,-3.614507756487126,0
-0.692160599878757,-5.4125830764512415,0
-0.6659633811868078,-4.795449292501877,0
-0.1535691043818166,-4.100654506318687,0
-0.9991427927141379,10.12937809489313,0
-0.8107619928016649,10.372582450532356,0
-0.3492874767093175,10.1331816823214,0
-0.8432294142929582,9.965568676670998,0
-1.4012657907100023,10.632546244133566,0
-1.356267264413137,10.871629979609354,0
-1.611303798544406,11.00767502055175,0
-0.9460980283965119,10.940639625062232,0
-0.5476714502818245,9.615103119249598,0
-1.3855875960329227,9.795633631336214,0
-1.270996958838495,9.993496849618188,0
-1.739094256663393,10.2361821581682,0
-0.3732401124170688,10.334030189577268,0
-1.3518340995022755,11.241075177174476,0
-0.5540224061074417,9.946537498816335,0
-0.6223679997287737,10.670620913334798,0
-1.5848320981964106,9.941455096895888,0
-1.885836116464529,10.349579682040238,0
-1.9981364432887005,10.103150912018629,0
-0.8558852563437727,9.4338877207103,0
-6.93166029504668,-3.1673701249950583,1
-6.5131619297306065,-3.540405939289556,1
-5.851562920605948,-3.5938479368949974,1
-6.524348731855623,-4.157114538409413,1
-6.063583813441323,-3.8300115409949624,1
-7.472055772291439,-3.785253486781678,1
-6.223107899422676,-3.76332162527351,1
-7.6478653494028235,-3.574588692999831,1
-7.231937281324354,-3.203693781006027,1
-6.369573632457368,-3.126919395394435,1
-7.099350465785457,-3.721670068760734,1
-6.635049553465401,-3.0415279252633303,1
-6.660458260848393,-3.993871335807018,1
-6.736928009158579,-3.576402261721366,1
-7.013309912810563,-4.117088078267429,1
-5.749085889639504,-3.4981518599113035,1
-7.510877508012077,-3.3915699968638395,1
-7.71560260023171,-4.082703922539739,1
-5.737395826453241,-3.3983768674798625,1
-7.200374157079975,-4.312135001537718,1
-7.999597182437362,-0.13327832925903926,1
-6.940721069503703,-0.5795066849901185,1
-6.051379864638752,-2.9036090303144615,1
-7.8620142803336694,-0.46943000469083573,1
-7.632809723935455,-1.121775296556651,1
-7.250521700852485,0.022240147521998654,1
-7.96319531697994,0.10203202353383856,1
-6.46797857361816,-0.28537325361307814,1
-7.082537182326612,-0.8453150564952526,1
-7.735193250629705,0.27491089107052447,1
-6.901866090529208,-0.8701543359985511,1
-7.695054223315676,-0.8061274812141378,1
-6.614460760553635,-0.35822963034740646,1
-7.571623585730881,-1.5786081785810548,1
-7.356045626353753,-0.7398843038817376,1
-8.23317193575927,-0.5873936404183375,1
-6.878329234696609,-0.11533558626291396,1
-7.5233947931063,-0.3929431808621464,1
-7.4822776980134975,-0.20312952821448232,1
-6.614555188327564,-0.7484589117865025,1
13.92531812855654,4.270323095986648,1
13.985739871609784,3.9727234948381254,1
13.759958905610253,3.8623386071402788,1
13.613410645746301,3.580408828635427,1
13.52583800400361,4.368407073244833,1
13.763658387269295,4.8966488888773965,1
13.582430174242898,4.956181279946613,1
14.007538130688229,4.6160248280290634,1
14.09945604250234,3.688922946239664,1
14.489044572605358,4.596685641870605,1
14.534519154293537,4.384331938896723,1
14.191396977732893,4.871030018083671,1
14.380830039812107,3.6419952071209947,1
13.49954146228359,4.842921725500564,1
14.1588704838817,3.408855384222771,1
13.740429556150355,4.27454567489323,1
14.289925279884859,5.0203454629022515,1
14.721224378946008,4.295774467799421,1
14.748769141527468,4.24571404880119,1
13.726117753358864,3.4212151385226894,1
