layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo2_artif_out_16.csv
logo_chico_cuadrado,247.12595734745264,288.2878849748522,27,27,estilo2_artif_out_16.csv
logo_chico_cuadrado,576.442058198154,104.59087444469333,108,108,estilo2_artif_out_16.csv
logo_chico_cuadrado,213.74405957758427,157.51557773910463,27,27,estilo2_artif_out_16.csv
logo_chico_cuadrado,332.81084205955267,182.70726073533297,108,108,estilo2_artif_out_16.csv
logo_chico_cuadrado,458.24262080714107,127.46794649865478,27,27,estilo2_artif_out_16.csv
logo_chico_cuadrado,554.4020421802998,91.66793734766543,108,108,estilo2_artif_out_16.csv
logo_chico_cuadrado,535.2913113310933,9.689906775020063,27,27,estilo2_artif_out_16.csv
logo_chico_cuadrado,478.7958625238389,186.0982799436897,108,108,estilo2_artif_out_16.csv
logo_chico_cuadrado,209.3010634649545,260.59953812509775,54,54,estilo2_artif_out_16.csv
logo_chico_rectangular,326.1291090399027,242.0461397850886,81,27,estilo2_artif_out_16.csv
logo_chico_cuadrado,157.46881649829447,266.7710923589766,54,54,estilo2_artif_out_16.csv
logo_chico_rectangular,188.66067426279187,201.25924253370613,81,27,estilo2_artif_out_16.csv
logo_chico_cuadrado,98.24158977717161,224.57814083900303,54,54,estilo2_artif_out_16.csv
logo_chico_rectangular,216.32118956185877,36.99881115462631,81,27,estilo2_artif_out_16.csv
