layer_name,layer_top,layer_left,layer_width,layer_height,psd_name
fondo_color,0,0,300,600,estilo3_artif_out_20.csv
fondo1,440,0,300,150,estilo3_artif_out_20.csv
logo_chico_cuadrado,507.6529980171472,176.7177709378302,27,27,estilo3_artif_out_20.csv
logo_chico_cuadrado,97.04987201839685,25.8084527682513,108,108,estilo3_artif_out_20.csv
logo_chico_cuadrado,387.28377227671444,3.279052209109068,27,27,estilo3_artif_out_20.csv
logo_chico_cuadrado,255.7254336308688,261.53289740905166,108,108,estilo3_artif_out_20.csv
logo_chico_cuadrado,3.1168871093541384,200.7688685785979,54,54,estilo3_artif_out_20.csv
logo_chico_rectangular,281.89151496626437,252.3631840478629,81,27,estilo3_artif_out_20.csv
logo_chico_cuadrado,170.65862850286067,103.06353138294071,54,54,estilo3_artif_out_20.csv
logo_chico_rectangular,423.8829701207578,127.62057816144079,81,27,estilo3_artif_out_20.csv
logo_chico_cuadrado,574.582101451233,97.65033451840281,54,54,estilo3_artif_out_20.csv
logo_chico_rectangular,555.8040286414325,213.32291490398347,81,27,estilo3_artif_out_20.csv
